;sample
x4767;221.11794857192388
x4768;300.0023758228545
x4769;357.51676974915057
x4770;357.83911041697615
x4771;302.69915673641486
x4772;429.2448464366049
x4773;279.9187530106509
x4774;280.76576574425576
x4775;244.28141718175982
x4776;342.32818866534217
x4777;316.9361865806507
x4778;241.29216557850765
x4779;376.86127935047864
x4780;269.3468709184683
x4781;282.5791754894228
x4782;246.59648873894758
x4783;306.2992822864529
x4784;366.3555008948654
x4785;252.01145424565993
x4786;330.8463143978865
x4787;372.11678291086025
x4788;407.56845445581376
x4789;357.9214728963239
x4790;252.5701631582832
x4791;299.2866717461263
x4792;302.69584860407303
x4793;265.76650121050335
x4794;329.64286609268504
x4795;252.97923017892666
x4796;319.1211992529846
x4797;354.5562721029971
x4798;289.64342099230373
x4799;259.2398715149776
x4800;327.9774681400967
x4801;255.6261745741007
x4802;341.9773880237583
x4803;295.9395590967244
x4804;366.16793751222286
x4805;340.6209910302184
x4806;267.5399332628049
x4807;315.7393395289164
x4808;243.45824919436367
x4809;281.6491083205371
x4810;315.3547694410361
x4811;263.300965591557
x4812;275.2491836856147
x4813;283.3229054720279
x4814;269.3056681986313
x4815;266.88236180838766
x4816;215.9799823393971
x4817;339.05800447302664
x4818;405.7729126820652
x4819;265.95421627899213
x4820;319.5129878187483
x4821;307.35417263435124
x4822;300.28929826979817
x4823;301.7753081164996
x4824;319.2960870894435
x4825;344.19876548666747
x4826;326.5256150291775
x4827;301.2375543365314
x4828;288.69582361856044
x4829;296.8921293864704
x4830;216.76351082959408
x4831;239.82224623722357
x4832;315.17319576265845
x4833;277.49349501605883
x4834;341.1232950401661
x4835;270.2582974057103
x4836;287.1864979122998
x4837;357.6535503294055
x4838;309.840793019788
x4839;256.4961129264521
x4840;210.43513559517092
x4841;364.19506835702737
x4842;217.94357985724648
x4843;292.35626721794324
x4844;262.48554116572575
x4845;294.1674223698337
x4846;318.70360587534117
x4847;279.9161528716381
x4848;391.7934044713625
x4849;232.56483492563606
x4850;292.4816688128051
x4851;267.61694223350503
x4852;362.43221185670075
x4853;297.5445953655799
x4854;311.50245548428734
x4855;250.36044891323692
x4856;298.5848110139025
x4857;347.43188398407574
x4858;254.1391913930234
x4859;265.7426296418534
x4860;295.21945821692
x4861;285.30329907562657
x4862;318.48102040472776
x4863;328.5346584122594
x4864;280.14157565761286
x4865;312.9081107041369
x4866;295.94026873251806
x4867;280.7261461245992
x4868;267.48003630897267
x4869;287.3925435461518
x4870;324.17219693766987
x4871;277.6220824467411
x4872;294.81292473426225
x4873;320.2168846095087
x4874;286.91524789011305
x4875;206.3405333573596
x4876;326.80270344282644
x4877;327.73633574467885
x4878;422.70071537182815
x4879;216.1080775322178
x4880;304.7008410172491
x4881;359.3699104345339
x4882;217.94332848170805
x4883;244.2578819346081
x4884;191.16736647629938
x4885;284.2737487749543
x4886;378.9334722888863
x4887;234.26183159838126
x4888;414.027492551125
x4889;213.32313261565417
x4890;318.80350143446464
x4891;245.19895786026004
x4892;304.4719126195309
x4893;282.8297924297383
x4894;330.6821925992458
x4895;278.77415237614866
x4896;318.42593293978626
x4897;247.0595336526283
x4898;288.89403621847424
x4899;393.74992043438823
x4900;331.40453735077887
x4901;291.05465575395425
x4902;403.13717084146145
x4903;377.8043655297034
x4904;302.9237172589636
x4905;280.69662411884417
x4906;304.5653946383667
x4907;228.0299249902362
x4908;287.89059461646514
x4909;353.47786138886784
x4910;238.76832940592286
x4911;265.7659621115434
x4912;299.34173427444074
x4913;286.34864570432103
x4914;339.3957696485376
x4915;369.1983874131408
x4916;316.31852426113636
x4917;293.76478445206646
x4918;308.6285798757861
x4919;333.9693722331606
x4920;300.5476022549626
x4921;312.41979730062087
x4922;259.8587068809382
x4923;256.09176492044185
x4924;340.6007229414031
x4925;271.9183883840316
x4926;322.0737841268099
x4927;198.6009440822916
x4928;317.5538795579282
x4929;237.0336538180801
x4930;348.8409906748042
x4931;344.1390961250526
x4932;306.94668905638645
x4933;362.3232415623077
x4934;310.79188389199953
x4935;281.57419218434194
x4936;317.61003763981165
x4937;317.82841223895775
x4938;343.0123137715212
x4939;312.4013290219778
x4940;308.7240295002188
x4941;287.89916602537517
x4942;257.719981485725
x4943;308.8498616639803
x4944;239.796888189798
x4945;295.1105025002685
x4946;314.55683298523405
x4947;299.8045679169865
x4948;338.7935447105129
x4949;251.09704999786183
x4950;325.7291631087713
x4951;270.3099486795883
x4952;266.74959571553524
x4953;351.8769568068823
x4954;234.8476341499983
x4955;326.80548427258657
x4956;299.0607683249171
x4957;311.8824144612151
x4958;363.64553503919427
x4959;228.7071132000765
x4960;315.31423788639216
x4961;321.2216364762152
x4962;392.51550877489046
x4963;340.31448450546515
x4964;315.692290566041
x4965;303.3620899427561
x4966;209.7479990535769
x4967;249.3529745678897
x4968;299.28942045594596
x4969;385.65543460495394
x4970;282.2356944171355
x4971;296.55806801599795
x4972;265.77107623022346
x4973;308.5852900108792
x4974;303.61174082937737
x4975;230.8508427545856
x4976;286.4626668435068
x4977;231.19933519861073
x4978;289.99894698429927
x4979;257.4329068948274
x4980;225.16278658406213
x4981;373.505225066422
x4982;241.13553089030512
x4983;271.6995662202704
x4984;278.58408739085405
x4985;324.08522488552063
x4986;446.80487225867404
x4987;324.95143550079354
x4988;237.94141398797842
x4989;224.26952563511404
x4990;406.45923319688256
x4991;332.16372841031847
x4992;275.4600110464769
x4993;319.9606008987814
x4994;244.00081342973104
x4995;251.31601528973573
x4996;321.1452963846683
x4997;307.7336563563668
x4998;380.0541951038968
x4999;303.35669962306594
